id,category,distance,nodes,strnodes
225,service,302.9151783623579,"[u'1759597852', u'2717544102', u'2717544113', u'1759597800', u'1759598173', u'1759597666']",^31.288554100000002^121.21100109999999^31.289052299999998^121.21135590000002^31.289216800000002^121.2114855^31.290227299999998^121.21228149999999^31.2905528^121.2125014^31.290873699999995^121.21267309999999
226,service,101.43512168071359,"[u'1759597852', u'3878436140', u'3878436133', u'1486922518']",^31.288554100000002^121.21100109999999^31.288151199999998^121.21069879999999^31.2879501^121.21054779999999^31.2877851^121.210424
227,service,101.43512168023668,"[u'1486922518', u'3878436133', u'3878436140', u'1759597852']",^31.2877851^121.210424^31.2879501^121.21054779999999^31.288151199999998^121.21069879999999^31.288554100000002^121.21100109999999
228,service,131.05993797494995,"[u'1759598239', u'1759598176', u'1759598077']",^31.2859114^121.2059436^31.285496500000004^121.20651219999999^31.2851418^121.20698829999999
229,service,131.05993797464458,"[u'1759598077', u'1759598176', u'1759598239']",^31.2851418^121.20698829999999^31.285496500000004^121.20651219999999^31.2859114^121.2059436
230,service,99.8453690975136,"[u'1759598077', u'1759597763']",^31.2851418^121.20698829999999^31.2845545^121.2077832
231,service,99.8453690974959,"[u'1759597763', u'1759598077']",^31.2845545^121.2077832^31.2851418^121.20698829999999
232,service,186.9376469333439,"[u'1759598129', u'1759597765', u'1759597838']",^31.293044300000002^121.2087517^31.2925331^121.20873030000001^31.291359600000003^121.20867390000001
233,service,186.93764693276626,"[u'1759597838', u'1759597765', u'1759598129']",^31.291359600000003^121.20867390000001^31.2925331^121.20873030000001^31.293044300000002^121.2087517
234,service,102.14618133537137,"[u'1759597957', u'1759598228']",^31.2893105^121.21380500000001^31.2894045^121.2148722
235,service,102.14618133537829,"[u'1759598228', u'1759597957']",^31.2894045^121.2148722^31.2893105^121.21380500000001
236,service,10.794855123563456,"[u'1759598228', u'1759597587']",^31.2894045^121.2148722^31.289415100000003^121.21498490000002
237,service,10.794855123554001,"[u'1759597587', u'1759598228']",^31.289415100000003^121.21498490000002^31.2894045^121.2148722
238,service,61.19961419743642,"[u'1187061183', u'1770649854', u'1759597893']",^31.286829100000002^121.20264820000001^31.2869016^121.2027111^31.287238399999996^121.20307859999998
239,service,61.199614198106204,"[u'1759597893', u'1770649854', u'1187061183']",^31.287238399999996^121.20307859999998^31.2869016^121.2027111^31.286829100000002^121.20264820000001
240,service,132.81726456872343,"[u'1759597663', u'1759597938', u'2614583819', u'1759597922', u'1759597621', u'1759597806', u'1759597638']",^31.292857899999998^121.21410279999999^31.292551500000002^121.2142127^31.2924744^121.2142412^31.292203100000002^121.21434140000001^31.291992200000003^121.2144112^31.291840899999997^121.21444340000001^31.2917034^121.2144219
241,service,132.81726456882615,"[u'1759597638', u'1759597806', u'1759597621', u'1759597922', u'2614583819', u'1759597938', u'1759597663']",^31.2917034^121.2144219^31.291840899999997^121.21444340000001^31.291992200000003^121.2144112^31.292203100000002^121.21434140000001^31.2924744^121.2142412^31.292551500000002^121.2142127^31.292857899999998^121.21410279999999
242,service,138.22991950453317,"[u'1759597638', u'1759597602', u'1759597636']",^31.2917034^121.2144219^31.291515500000003^121.21439509999999^31.290507^121.21402490000001
243,service,138.22991950417702,"[u'1759597636', u'1759597602', u'1759597638']",^31.290507^121.21402490000001^31.291515500000003^121.21439509999999^31.2917034^121.2144219
244,service,126.67141566296179,"[u'1759597636', u'1759597932', u'1759597992', u'1759597944', u'2695865761']",^31.290507^121.21402490000001^31.2899523^121.2137567^31.2898262^121.2137135^31.289723100000003^121.2137084^31.289421899999997^121.21377890000001
245,service,126.67141566286652,"[u'2695865761', u'1759597944', u'1759597992', u'1759597932', u'1759597636']",^31.289421899999997^121.21377890000001^31.289723100000003^121.2137084^31.2898262^121.2137135^31.2899523^121.2137567^31.290507^121.21402490000001
246,service,12.598931877157463,"[u'2695865761', u'1759597957']",^31.289421899999997^121.21377890000001^31.2893105^121.21380500000001
247,service,12.598931876939053,"[u'1759597957', u'2695865761']",^31.2893105^121.21380500000001^31.289421899999997^121.21377890000001
248,service,11.472883550952007,"[u'1759597957', u'2695865768']",^31.2893105^121.21380500000001^31.2892076^121.21381770000002
249,service,11.472883550905069,"[u'2695865768', u'1759597957']",^31.2892076^121.21381770000002^31.2893105^121.21380500000001
250,service,31.73516579304533,"[u'2695865768', u'1759597963', u'2695865773']",^31.2892076^121.21381770000002^31.289051500000003^121.21383689999999^31.2889223^121.2138324
251,service,31.73516579294009,"[u'2695865773', u'1759597963', u'2695865768']",^31.2889223^121.2138324^31.289051500000003^121.21383689999999^31.2892076^121.21381770000002
252,service,195.26202749615769,"[u'2695865773', u'1759597896', u'1759597973', u'1759598153', u'1759598170', u'1759597979']",^31.2889223^121.2138324^31.2887469^121.2138264^31.288510600000002^121.2137886^31.288263^121.21369209999999^31.2880592^121.21358500000001^31.2873531^121.2130084
253,service,195.26202749612537,"[u'1759597979', u'1759598170', u'1759598153', u'1759597973', u'1759597896', u'2695865773']",^31.2873531^121.2130084^31.2880592^121.21358500000001^31.288263^121.21369209999999^31.288510600000002^121.2137886^31.2887469^121.2138264^31.2889223^121.2138324
254,service,25.47845970242655,"[u'1759598050', u'1759598239']",^31.2860625^121.20574199999999^31.2859114^121.2059436
255,service,25.478459702467326,"[u'1759598239', u'1759598050']",^31.2859114^121.2059436^31.2860625^121.20574199999999
256,service,102.56911586264002,"[u'1759597836', u'1759598024', u'1759597595']",^31.2907614^121.2038591^31.2904978^121.2040045^31.290007300000003^121.2044712
257,service,102.56911586289827,"[u'1759597595', u'1759598024', u'1759597836']",^31.290007300000003^121.2044712^31.2904978^121.2040045^31.2907614^121.2038591
258,service,145.2976644471611,"[u'1759597595', u'1759598162', u'1759598094', u'1759597597']",^31.290007300000003^121.2044712^31.289796399999997^121.2047608^31.289596999999997^121.20507679999999^31.289225199999997^121.20569429999999
259,service,145.29766444744033,"[u'1759597597', u'1759598094', u'1759598162', u'1759597595']",^31.289225199999997^121.20569429999999^31.289596999999997^121.20507679999999^31.289796399999997^121.2047608^31.290007300000003^121.2044712
260,service,149.6513411508178,"[u'1759597597', u'1759597818']",^31.289225199999997^121.20569429999999^31.289232600000002^121.20726599999999
261,service,149.65134115081662,"[u'1759597818', u'1759597597']",^31.289232600000002^121.20726599999999^31.289225199999997^121.20569429999999
262,service,117.25628850891138,"[u'1759597818', u'1759597982', u'1759597535', u'2703796564', u'2703797226']",^31.289232600000002^121.20726599999999^31.289198300000002^121.2074785^31.289122499999998^121.2076523^31.2890064^121.20783529999999^31.288704^121.2083122
263,service,117.25628850907222,"[u'2703797226', u'2703796564', u'1759597535', u'1759597982', u'1759597818']",^31.288704^121.2083122^31.2890064^121.20783529999999^31.289122499999998^121.2076523^31.289198300000002^121.2074785^31.289232600000002^121.20726599999999
264,service,16.427352421189028,"[u'2703797226', u'1759597813']",^31.288704^121.2083122^31.288615999999998^121.208451
265,service,16.427352421246177,"[u'1759597813', u'2703797226']",^31.288615999999998^121.208451^31.288704^121.2083122
266,service,15.320161808627052,"[u'1759597808', u'2717862534', u'2703797225']",^31.2886671^121.20848740000001^31.2886919^121.20844869999999^31.2887498^121.2083585
267,service,15.320161808853946,"[u'2703797225', u'2717862534', u'1759597808']",^31.2887498^121.2083585^31.2886919^121.20844869999999^31.2886671^121.20848740000001
268,service,117.37305215000957,"[u'2703797225', u'2703796565', u'1759597588', u'1759597820', u'1759597771']",^31.2887498^121.2083585^31.2890547^121.2078831^31.289182099999998^121.2076845^31.289260100000003^121.20751820000001^31.289292200000002^121.2073197
269,service,117.37305214973176,"[u'1759597771', u'1759597820', u'1759597588', u'2703796565', u'2703797225']",^31.289292200000002^121.2073197^31.289260100000003^121.20751820000001^31.289182099999998^121.2076845^31.2890547^121.2078831^31.2887498^121.2083585
270,service,148.97778398172733,"[u'1759597771', u'1759597851', u'1759597943']",^31.289292200000002^121.2073197^31.289292200000002^121.20717479999999^31.2893025^121.2057551
271,service,148.977783981728,"[u'1759597943', u'1759597851', u'1759597771']",^31.2893025^121.2057551^31.289292200000002^121.20717479999999^31.289292200000002^121.2073197
272,service,141.2242513915509,"[u'1759597943', u'1759597508', u'1759597936', u'1759598112']",^31.2893025^121.2057551^31.2896772^121.2052061^31.289933500000004^121.2048362^31.290114000000003^121.2046129
273,service,141.22425139182909,"[u'1759598112', u'1759597936', u'1759597508', u'1759597943']",^31.290114000000003^121.2046129^31.289933500000004^121.2048362^31.2896772^121.2052061^31.2893025^121.2057551
274,service,102.14276156488684,"[u'1759598112', u'1759597802', u'1759597836']",^31.290114000000003^121.2046129^31.2906234^121.2040943^31.2907614^121.2038591
275,service,102.14276156511947,"[u'1759597836', u'1759597802', u'1759598112']",^31.2907614^121.2038591^31.2906234^121.2040943^31.290114000000003^121.2046129
276,service,159.73808219128298,"[u'1759597571', u'2717558630', u'1486922512']",^31.2884739^121.2086871^31.2880401^121.2094077^31.287646999999996^121.21006090000002
277,service,159.73808219160716,"[u'1486922512', u'2717558630', u'1759597571']",^31.287646999999996^121.21006090000002^31.2880401^121.2094077^31.2884739^121.2086871
278,service,11.017438230768828,"[u'1759597680', u'1759597940']",^31.2919326^121.21308619999999^31.2919097^121.21319879999999
279,service,11.017438230760092,"[u'1759597940', u'1759597680']",^31.2919097^121.21319879999999^31.2919326^121.21308619999999
280,service,118.67913732985731,"[u'1759597940', u'1759597638']",^31.2919097^121.21319879999999^31.2917034^121.2144219
281,service,118.67913732994916,"[u'1759597638', u'1759597940']",^31.2917034^121.2144219^31.2919097^121.21319879999999
282,service,112.67387209255129,"[u'1759597638', u'1759597897', u'1759597565', u'1759597561']",^31.2917034^121.2144219^31.291675899999998^121.21456140000001^31.291620899999998^121.21486180000001^31.2914971^121.21558059999998
283,service,112.67387209249634,"[u'1759597561', u'1759597565', u'1759597897', u'1759597638']",^31.2914971^121.21558059999998^31.291620899999998^121.21486180000001^31.291675899999998^121.21456140000001^31.2917034^121.2144219
284,service,146.93687677816354,"[u'1486922483', u'1759597816', u'1759597809', u'1759598194', u'1759598103', u'1759597627', u'1759597664']",^31.284018900000003^121.21077779999999^31.2839011^121.21064270000001^31.283827799999997^121.21059440000002^31.2837338^121.2105676^31.283630600000006^121.21053540000001^31.2830438^121.2099882^31.2830305^121.209849
285,service,146.93687677709337,"[u'1759597664', u'1759597627', u'1759598103', u'1759598194', u'1759597809', u'1759597816', u'1486922483']",^31.2830305^121.209849^31.2830438^121.2099882^31.283630600000006^121.21053540000001^31.2837338^121.2105676^31.283827799999997^121.21059440000002^31.2839011^121.21064270000001^31.284018900000003^121.21077779999999
286,service,208.37637806444118,"[u'1759598123', u'1759597757', u'1759597971', u'1759597610', u'1759597666']",^31.2912817^121.2105649^31.291249600000004^121.2114446^31.291222100000002^121.2116378^31.291180800000003^121.21178259999999^31.290873699999995^121.21267309999999
287,service,208.37637806432917,"[u'1759597666', u'1759597610', u'1759597971', u'1759597757', u'1759598123']",^31.290873699999995^121.21267309999999^31.291180800000003^121.21178259999999^31.291222100000002^121.2116378^31.291249600000004^121.2114446^31.2912817^121.2105649
288,service,13.564376022548034,"[u'1759597666', u'1759598029']",^31.290873699999995^121.21267309999999^31.290832399999996^121.21280719999999
289,service,13.564376022644408,"[u'1759598029', u'1759597666']",^31.290832399999996^121.21280719999999^31.290873699999995^121.21267309999999
290,service,121.42505969866572,"[u'1759598029', u'1759597636']",^31.290832399999996^121.21280719999999^31.290507^121.21402490000001
291,service,121.42505969863262,"[u'1759597636', u'1759598029']",^31.290507^121.21402490000001^31.290832399999996^121.21280719999999
292,service,358.54259816444085,"[u'1759597720', u'2695865752', u'2695865748', u'2719031559', u'2719031560', u'2719031561', u'2719031562', u'2719031563', u'2719031564', u'2719031565', u'2719031566', u'2695865749', u'1797203225', u'2695865750', u'2695865751', u'3880367292', u'1759597941']",^31.289438899999997^121.2152587^31.289510800000002^121.2160293^31.2895576^121.2165588^31.289545299999997^121.21658400000001^31.2895298^121.2166108^31.289501899999998^121.2166433^31.289476699999998^121.21665390000001^31.2894162^121.2166588^31.2893891^121.21667859999998^31.289372200000003^121.21670230000001^31.2893685^121.21673429999998^31.2893705^121.21676950000001^31.2894354^121.21753059999999^31.289501799999996^121.21824409999999^31.289756300000004^121.2183433^31.289761199999997^121.21844990000001^31.289771000000002^121.2186613
293,service,358.5425981628303,"[u'1759597941', u'3880367292', u'2695865751', u'2695865750', u'1797203225', u'2695865749', u'2719031566', u'2719031565', u'2719031564', u'2719031563', u'2719031562', u'2719031561', u'2719031560', u'2719031559', u'2695865748', u'2695865752', u'1759597720']",^31.289771000000002^121.2186613^31.289761199999997^121.21844990000001^31.289756300000004^121.2183433^31.289501799999996^121.21824409999999^31.2894354^121.21753059999999^31.2893705^121.21676950000001^31.2893685^121.21673429999998^31.289372200000003^121.21670230000001^31.2893891^121.21667859999998^31.2894162^121.2166588^31.289476699999998^121.21665390000001^31.289501899999998^121.2166433^31.2895298^121.2166108^31.289545299999997^121.21658400000001^31.2895576^121.2165588^31.289510800000002^121.2160293^31.289438899999997^121.2152587
294,service,9.533842059878909,"[u'1759597893', u'1759597584']",^31.287238399999996^121.20307859999998^31.287300300000002^121.20314809999999
295,service,9.533842060116667,"[u'1759597584', u'1759597893']",^31.287300300000002^121.20314809999999^31.287238399999996^121.20307859999998
296,service,27.87249020714213,"[u'1759597743', u'1759597808']",^31.2885268^121.20873030000001^31.2886671^121.20848740000001
297,service,27.872490207019162,"[u'1759597808', u'1759597743']",^31.2886671^121.20848740000001^31.2885268^121.20873030000001
298,service,148.94431933691592,"[u'1759597891', u'1759598158']",^31.2914788^121.2055977^31.2913848^121.2071582
299,service,148.94431933692664,"[u'1759598158', u'1759597891']",^31.2913848^121.2071582^31.2914788^121.2055977
300,service,75.36549036896331,"[u'1759598158', u'2719194247']",^31.2913848^121.2071582^31.2913716^121.2079496
301,service,75.36549036896443,"[u'2719194247', u'1759598158']",^31.2913716^121.2079496^31.2913848^121.2071582
302,service,68.97535339849257,"[u'2719194247', u'1759597838']",^31.2913716^121.2079496^31.291359600000003^121.20867390000001
303,service,68.97535339849242,"[u'1759597838', u'2719194247']",^31.291359600000003^121.20867390000001^31.2913716^121.2079496
304,service,99.33370886051244,"[u'1759597542', u'1759598224']",^31.2843488^121.20803090000001^31.2837624^121.2088196
305,service,99.33370886039567,"[u'1759598224', u'1759597542']",^31.2837624^121.2088196^31.2843488^121.20803090000001
306,service,127.25210433970713,"[u'1759598224', u'1759597664']",^31.2837624^121.2088196^31.2830305^121.209849
307,service,127.25210433962827,"[u'1759597664', u'1759598224']",^31.2830305^121.209849^31.2837624^121.2088196
308,service,444.8208257671663,"[u'1759597664', u'2717808059', u'1759598095', u'1759597856', u'1759597885', u'1759597926', u'1759597521', u'1759597548', u'1759597930', u'1759597582', u'1759597822', u'1759597916', u'1487328506']",^31.2830305^121.209849^31.2826077^121.21044380000001^31.282546399999998^121.21053^31.2824271^121.210696^31.2823377^121.21085159999998^31.2822255^121.21107179999998^31.2821154^121.2113186^31.282030499999998^121.2115919^31.281938800000002^121.2119755^31.281904600000004^121.212252^31.281888399999996^121.2125012^31.281888399999996^121.2128364^31.2818907^121.21413270000001
309,service,444.8208257674394,"[u'1487328506', u'1759597916', u'1759597822', u'1759597582', u'1759597930', u'1759597548', u'1759597521', u'1759597926', u'1759597885', u'1759597856', u'1759598095', u'2717808059', u'1759597664']",^31.2818907^121.21413270000001^31.281888399999996^121.2128364^31.281888399999996^121.2125012^31.281904600000004^121.212252^31.281938800000002^121.2119755^31.282030499999998^121.2115919^31.2821154^121.2113186^31.2822255^121.21107179999998^31.2823377^121.21085159999998^31.2824271^121.210696^31.282546399999998^121.21053^31.2826077^121.21044380000001^31.2830305^121.209849
310,service,144.12152214495987,"[u'1759598009', u'1759597836']",^31.289892699999996^121.2027331^31.2907614^121.2038591
311,service,144.1215221445574,"[u'1759597836', u'1759598009']",^31.2907614^121.2038591^31.289892699999996^121.2027331
312,service,24.77427474678689,"[u'1759597981', u'1759597889']",^31.2921206^121.2057479^31.2923429^121.20577420000001
313,service,24.774274746199318,"[u'1759597889', u'1759597981']",^31.2923429^121.20577420000001^31.2921206^121.2057479
314,service,63.73591069023483,"[u'1759597889', u'1759597850', u'1759597558', u'1759597606', u'1759597953']",^31.2923429^121.20577420000001^31.292464399999997^121.20575330000001^31.292613399999997^121.2056937^31.2927257^121.20561380000001^31.2928494^121.20549040000002
315,service,63.73591068985978,"[u'1759597953', u'1759597606', u'1759597558', u'1759597850', u'1759597889']",^31.2928494^121.20549040000002^31.2927257^121.20561380000001^31.292613399999997^121.2056937^31.292464399999997^121.20575330000001^31.2923429^121.20577420000001
316,service,58.90027826968638,"[u'1759597953', u'1759597634', u'1759597804', u'1759597849', u'1759597623']",^31.2928494^121.20549040000002^31.292918199999995^121.2053563^31.292959399999997^121.20525970000001^31.2929961^121.20508810000001^31.292982399999996^121.2049111
317,service,58.9002782692716,"[u'1759597623', u'1759597849', u'1759597804', u'1759597634', u'1759597953']",^31.292982399999996^121.2049111^31.2929961^121.20508810000001^31.292959399999997^121.20525970000001^31.292918199999995^121.2053563^31.2928494^121.20549040000002
318,service,26.20296764254881,"[u'1759597587', u'1759597720']",^31.289415100000003^121.21498490000002^31.289438899999997^121.2152587
319,service,26.202967642522307,"[u'1759597720', u'1759597587']",^31.289438899999997^121.2152587^31.289415100000003^121.21498490000002
320,service,85.36459243537621,"[u'1759598077', u'1759597586', u'1759597516', u'1759597604']",^31.2851418^121.20698829999999^31.285317600000003^121.20728159999999^31.2854001^121.20750149999999^31.2854782^121.2077862
321,service,85.36459243551717,"[u'1759597604', u'1759597516', u'1759597586', u'1759598077']",^31.2854782^121.2077862^31.2854001^121.20750149999999^31.285317600000003^121.20728159999999^31.2851418^121.20698829999999
322,service,66.33485329782735,"[u'1759597604', u'1759597840', u'1759598144', u'2717808171', u'1759597567']",^31.2854782^121.2077862^31.2854782^121.2080008^31.285434499999997^121.20829009999999^31.28538^121.2084199^31.285363500000003^121.20845929999999
