id,oneway,category,nodes
361,False,service,"[u'1759597674', u'3879204088', u'1797189484', u'1797189483', u'1797189482', u'1797189480', u'1797189478', u'1797189477', u'1797189476', u'1797189475', u'1797189479']"
362,False,service,"[u'1759597945', u'1759597667', u'1797189472', u'1797189471', u'1797189470', u'1759598226', u'1759597934', u'1797189469', u'1797189468', u'1797189467', u'1759597811', u'1759597670', u'2717907288', u'2717907138', u'1797189464', u'1797189462', u'1797189459', u'1797189453', u'1797189450', u'1797189447', u'1797189444', u'1797189441', u'1797189446', u'1797189452', u'1797189454', u'1797189458', u'1797189456']"
363,False,service,"[u'1797189456', u'1797189458', u'1797189454', u'1797189452', u'1797189446', u'1797189441', u'1797189444', u'1797189447', u'1797189450', u'1797189453', u'1797189459', u'1797189462', u'1797189464', u'2717907138', u'2717907288', u'1759597670', u'1759597811', u'1797189467', u'1797189468', u'1797189469', u'1759597934', u'1759598226', u'1797189470', u'1797189471', u'1797189472', u'1759597667', u'1759597945']"
364,False,service,"[u'1797189456', u'1797189455', u'1797189448', u'1797189449', u'1797189451', u'1797189457', u'1797189460', u'1797189461', u'1797189463', u'1797189465', u'1797189466', u'2717907110', u'2614584214', u'2614583829', u'1759597945']"
365,False,service,"[u'1759597945', u'2614583829', u'2614584214', u'2717907110', u'1797189466', u'1797189465', u'1797189463', u'1797189461', u'1797189460', u'1797189457', u'1797189451', u'1797189449', u'1797189448', u'1797189455', u'1797189456']"
366,False,service,"[u'1759597945', u'1797189473', u'1797189479']"
367,False,service,"[u'1797189479', u'1797189473', u'1759597945']"
368,False,residential,"[u'1759597941', u'1759598037']"
369,False,residential,"[u'1759598037', u'1759597941']"
370,False,residential,"[u'1759598037', u'1759597503', u'1759597559', u'1759597772', u'1759598027', u'1759598056']"
371,False,residential,"[u'1759598056', u'1759598027', u'1759597772', u'1759597559', u'1759597503', u'1759598037']"
372,False,service,"[u'1187044733', u'1797222844', u'1797222846', u'1797222848', u'1797222852', u'1797222854']"
373,False,service,"[u'1797222854', u'1797222852', u'1797222848', u'1797222846', u'1797222844', u'1187044733']"
374,False,service,"[u'1797222854', u'1797222865', u'1797222867']"
375,False,service,"[u'1797222867', u'1797222865', u'1797222854']"
376,False,service,"[u'1797222867', u'1797222869', u'1797222868', u'1797222866', u'1797222864', u'1797222850', u'1797222842']"
377,False,service,"[u'1797222842', u'1797222850', u'1797222864', u'1797222866', u'1797222868', u'1797222869', u'1797222867']"
378,False,service,"[u'1759598231', u'1797222867']"
379,False,service,"[u'1797222867', u'1759598231']"
380,False,service,"[u'1797222854', u'1759597985']"
381,False,service,"[u'1759597985', u'1797222854']"
382,False,residential,"[u'2614586196', u'2614586200']"
383,False,residential,"[u'2614586200', u'2614586196']"
384,False,service,"[u'1486922499', u'1486922498']"
385,False,service,"[u'1486922498', u'1486922499']"
386,False,service,"[u'1486922499', u'1759597567']"
387,False,service,"[u'1759597567', u'1486922499']"
388,False,service,"[u'1486922498', u'1487066340']"
389,False,service,"[u'1487066340', u'1486922498']"
390,False,service,"[u'1486922498', u'1486922497', u'1486922496', u'1486922495', u'1486919379', u'1486922492', u'1486922490', u'1486919368', u'1486922489', u'1486922488', u'1486922487', u'1486922486', u'1486922485', u'1486922484', u'1486922483']"
391,False,service,"[u'1486922483', u'1486922484', u'1486922485', u'1486922486', u'1486922487', u'1486922488', u'1486922489', u'1486919368', u'1486922490', u'1486922492', u'1486919379', u'1486922495', u'1486922496', u'1486922497', u'1486922498']"
392,False,service,"[u'1486922483', u'1486922482', u'2717807950', u'1486922481', u'1486922480', u'1486922479', u'1486922478', u'1486922475', u'1486922474', u'1486922473', u'1486922472', u'2717808146', u'1486922471', u'1486922464', u'1486922466', u'1486922468', u'1486922462', u'1486922460', u'1486922458', u'1486922452', u'1486922450', u'1486922454', u'1486922447', u'1486922446', u'1486922444', u'1487328506']"
393,False,service,"[u'1487328506', u'1486922444', u'1486922446', u'1486922447', u'1486922454', u'1486922450', u'1486922452', u'1486922458', u'1486922460', u'1486922462', u'1486922468', u'1486922466', u'1486922464', u'1486922471', u'2717808146', u'1486922472', u'1486922473', u'1486922474', u'1486922475', u'1486922478', u'1486922479', u'1486922480', u'1486922481', u'2717807950', u'1486922482', u'1486922483']"
394,False,service,"[u'2695865761', u'2695865762', u'2695865763', u'2695865764', u'2695865765']"
395,False,service,"[u'2695865765', u'2695865764', u'2695865763', u'2695865762', u'2695865761']"
396,False,service,"[u'2695865765', u'2695865766', u'2695865769', u'2695865767', u'2695865768']"
397,False,service,"[u'2695865768', u'2695865767', u'2695865769', u'2695865766', u'2695865765']"
398,False,pedestrian,"[u'2695865770', u'2718016397', u'2717864043', u'2695865771']"
399,False,pedestrian,"[u'2695865771', u'2717864043', u'2718016397', u'2695865770']"
400,False,pedestrian,"[u'2695865771', u'2695865765']"
401,False,pedestrian,"[u'2695865765', u'2695865771']"
402,False,pedestrian,"[u'2695865765', u'1759597957']"
403,False,pedestrian,"[u'1759597957', u'2695865765']"
404,False,footway,"[u'2695865771', u'2695865773']"
405,False,footway,"[u'2695865773', u'2695865771']"
406,False,service,"[u'2696067984', u'2696067985', u'2696067986', u'2696067990', u'2696067987', u'2696067988', u'2696067989', u'1759597636']"
407,False,service,"[u'1759597636', u'2696067989', u'2696067988', u'2696067987', u'2696067990', u'2696067986', u'2696067985', u'2696067984']"
408,False,service,"[u'2696067983', u'2696067984']"
409,False,service,"[u'2696067984', u'2696067983']"
410,False,service,"[u'2696067978', u'2696067979']"
411,False,service,"[u'2696067979', u'2696067978']"
412,False,service,"[u'2696067979', u'2696067980', u'2696067981', u'2696067982', u'2696067983']"
413,False,service,"[u'2696067983', u'2696067982', u'2696067981', u'2696067980', u'2696067979']"
414,False,service,"[u'1797189456', u'2696142198', u'2696142195']"
415,False,service,"[u'2696142195', u'2696142198', u'1797189456']"
416,False,service,"[u'2696142195', u'2696142196']"
417,False,service,"[u'2696142196', u'2696142195']"
418,False,service,"[u'2696142196', u'1797203231']"
419,False,service,"[u'1797203231', u'2696142196']"
420,False,service,"[u'2717390067', u'2719194264', u'2717390065']"
421,False,service,"[u'2717390065', u'2719194264', u'2717390067']"
422,False,service,"[u'2717390065', u'2717390063', u'2717390062', u'2717390060', u'2717390057', u'2703797224']"
423,False,service,"[u'2703797224', u'2717390057', u'2717390060', u'2717390062', u'2717390063', u'2717390065']"
424,False,service,"[u'2703797224', u'2703797225']"
425,False,service,"[u'2703797225', u'2703797224']"
426,False,service,"[u'2703797225', u'2703797226']"
427,False,service,"[u'2703797226', u'2703797225']"
428,False,service,"[u'1487328506', u'1487328508']"
429,False,service,"[u'1487328508', u'1487328506']"
430,False,service,"[u'1487328508', u'1759597639', u'1759597798', u'1759597819', u'1759597887', u'1759598018', u'1759598059', u'1759598168', u'2614586196']"
431,False,service,"[u'2614586196', u'1759598168', u'1759598059', u'1759598018', u'1759597887', u'1759597819', u'1759597798', u'1759597639', u'1487328508']"
432,False,service,"[u'2614586196', u'1759597546', u'1759597671', u'1759597730', u'1759597942', u'1759597860', u'3880367469', u'1759597647', u'1759597977', u'1759597955', u'1759597989', u'1759597961', u'3879213217', u'1759597845']"
433,False,service,"[u'1759597845', u'3879213217', u'1759597961', u'1759597989', u'1759597955', u'1759597977', u'1759597647', u'3880367469', u'1759597860', u'1759597942', u'1759597730', u'1759597671', u'1759597546', u'2614586196']"
434,False,service,"[u'1759597845', u'2717928773', u'2717928772']"
435,False,service,"[u'2717928772', u'2717928773', u'1759597845']"
436,False,service,"[u'2717928772', u'1759597979']"
437,False,service,"[u'1759597979', u'2717928772']"
438,False,service,"[u'1759597979', u'1759598121']"
439,False,service,"[u'1759598121', u'1759597979']"
440,False,service,"[u'1759598121', u'1759597852']"
441,False,service,"[u'1759597852', u'1759598121']"
442,False,service,"[u'1759597852', u'2717558615', u'2717544107', u'2717862466', u'2717862473', u'1759597608']"
443,False,service,"[u'1759597608', u'2717862473', u'2717862466', u'2717544107', u'2717558615', u'1759597852']"
444,False,service,"[u'1759597706', u'1759598009']"
445,False,service,"[u'1759598009', u'1759597706']"
446,False,service,"[u'1759598009', u'3879213214', u'1759598117', u'1759597975', u'1759598237', u'1759597877', u'1759598132', u'1759597514', u'1759597899', u'1759597628', u'1759597874', u'1759597998', u'1759597623']"
447,False,service,"[u'1759597623', u'1759597998', u'1759597874', u'1759597628', u'1759597899', u'1759597514', u'1759598132', u'1759597877', u'1759598237', u'1759597975', u'1759598117', u'3879213214', u'1759598009']"
448,False,service,"[u'2696067979', u'2717862535', u'2717862536', u'2717862537', u'2717862538']"
449,False,service,"[u'2717862538', u'2717862537', u'2717862536', u'2717862535', u'2696067979']"
450,False,service,"[u'2717862538', u'2717862539', u'2717862540', u'2717862541', u'1759597722']"
451,False,service,"[u'1759597722', u'2717862541', u'2717862540', u'2717862539', u'2717862538']"
452,False,service,"[u'1759597722', u'2717862542', u'2717862543', u'2717862544', u'1797189479']"
453,False,service,"[u'1797189479', u'2717862544', u'2717862543', u'2717862542', u'1759597722']"
454,False,footway,"[u'2717928771', u'2717928775', u'2717928772']"
455,False,footway,"[u'2717928772', u'2717928775', u'2717928771']"
456,False,service,"[u'2719194246', u'2719194263']"
457,False,service,"[u'2719194263', u'2719194246']"
458,False,service,"[u'2719194263', u'2719194247']"
459,False,service,"[u'2719194247', u'2719194263']"
460,False,service,"[u'2719194248', u'2719194249', u'2719194250', u'2719194251', u'2719194252', u'2719194253', u'2719194254', u'2719194255', u'2719194256', u'2719194257', u'2719194258', u'2719194259', u'2719194260', u'2719194261', u'2719194262']"
461,False,service,"[u'2719194262', u'2719194261', u'2719194260', u'2719194259', u'2719194258', u'2719194257', u'2719194256', u'2719194255', u'2719194254', u'2719194253', u'2719194252', u'2719194251', u'2719194250', u'2719194249', u'2719194248']"
462,False,service,"[u'2719194248', u'2719194263']"
463,False,service,"[u'2719194263', u'2719194248']"
464,False,service,"[u'1759597838', u'1759598242', u'1759598185', u'1759598042', u'1759597769', u'1759598245']"
465,False,service,"[u'1759598245', u'1759597769', u'1759598042', u'1759598185', u'1759598242', u'1759597838']"
466,False,service,"[u'1759598245', u'2717862446', u'1759597771']"
467,False,service,"[u'1759597771', u'2717862446', u'1759598245']"
468,False,service,"[u'1759597771', u'1759597818']"
469,False,service,"[u'1759597818', u'1759597771']"
470,False,service,"[u'1759597838', u'2717390065']"
471,False,service,"[u'2717390065', u'1759597838']"
472,False,service,"[u'2717390065', u'1759598234']"
473,False,service,"[u'1759598234', u'2717390065']"
474,False,tertiary,"[u'3459234286', u'3459234288']"
475,False,tertiary,"[u'3459234288', u'3459234286']"
476,False,tertiary,"[u'3459234288', u'3459234289', u'3459234290', u'3459234292', u'3459236593', u'3459236595', u'3459236596', u'3459236598', u'3459236601', u'3459235790', u'3459236793']"
477,False,tertiary,"[u'3459236793', u'3459235790', u'3459236601', u'3459236598', u'3459236596', u'3459236595', u'3459236593', u'3459234292', u'3459234290', u'3459234289', u'3459234288']"
478,False,tertiary,"[u'3288695771', u'3288695768', u'3288695766', u'3288695763', u'3288695761', u'3288686458']"
479,False,tertiary,"[u'3288686458', u'3288695761', u'3288695763', u'3288695766', u'3288695768', u'3288695771']"
480,False,tertiary,"[u'3288686458', u'3288686456', u'3288686451', u'3288686447', u'3288686446', u'3288686445', u'3288686443', u'3288686440', u'3288686437', u'3490623749']"
481,False,tertiary,"[u'3490623749', u'3288686437', u'3288686440', u'3288686443', u'3288686445', u'3288686446', u'3288686447', u'3288686451', u'3288686456', u'3288686458']"
482,False,tertiary,"[u'3490623749', u'3288686434']"
483,False,tertiary,"[u'3288686434', u'3490623749']"
484,False,unclassified,"[u'3459183640', u'3459183642', u'3459183645', u'3459183646', u'3459183648', u'3459183649', u'3459183650', u'3459183651', u'3459183652', u'3459183991', u'3459183993', u'3459183994', u'3459183995', u'3459183997', u'3459183998', u'3459184000', u'3459182340', u'3459182341', u'3459182344', u'3459182345', u'3459182348']"
485,False,unclassified,"[u'3459182348', u'3459182345', u'3459182344', u'3459182341', u'3459182340', u'3459184000', u'3459183998', u'3459183997', u'3459183995', u'3459183994', u'3459183993', u'3459183991', u'3459183652', u'3459183651', u'3459183650', u'3459183649', u'3459183648', u'3459183646', u'3459183645', u'3459183642', u'3459183640']"
486,False,tertiary,"[u'3459236602', u'3459236600', u'3459236599', u'3459236597', u'3459236594', u'3459234291', u'3459234287', u'3459234285', u'3459234284', u'3459234283', u'1759597674']"
487,False,tertiary,"[u'1759597674', u'3459234283', u'3459234284', u'3459234285', u'3459234287', u'3459234291', u'3459236594', u'3459236597', u'3459236599', u'3459236600', u'3459236602']"
488,False,tertiary,"[u'3288686439', u'3288686442', u'3490623752']"
489,False,tertiary,"[u'3490623752', u'3288686442', u'3288686439']"
490,False,tertiary,"[u'3490623752', u'3288686444', u'3288686450', u'3288686452', u'3288686453', u'3288686455', u'3288686457', u'3288686459', u'4039265053']"
491,False,tertiary,"[u'4039265053', u'3288686459', u'3288686457', u'3288686455', u'3288686453', u'3288686452', u'3288686450', u'3288686444', u'3490623752']"
492,False,tertiary,"[u'4039265053', u'3288695762', u'3288695764', u'3288695767', u'3288695769', u'3288695774']"
493,False,tertiary,"[u'3288695774', u'3288695769', u'3288695767', u'3288695764', u'3288695762', u'4039265053']"
494,False,tertiary,"[u'3459235788', u'3459236602']"
495,False,tertiary,"[u'3459236602', u'3459235788']"
496,False,tertiary,"[u'3288686438', u'3288686439']"
497,False,tertiary,"[u'3288686439', u'3288686438']"
498,False,tertiary,"[u'3459236793', u'3459236794']"
499,False,tertiary,"[u'3459236794', u'3459236793']"
500,False,tertiary,"[u'3288686434', u'3288686433']"
501,False,tertiary,"[u'3288686433', u'3288686434']"
502,False,tertiary,"[u'3459236794', u'3459236795', u'3459236796']"
503,False,tertiary,"[u'3459236796', u'3459236795', u'3459236794']"
504,False,tertiary,"[u'3459236796', u'3288686436', u'3288686438']"
505,False,tertiary,"[u'3288686438', u'3288686436', u'3459236796']"
506,False,tertiary,"[u'3288686433', u'3288686432', u'3459235792']"
507,False,tertiary,"[u'3459235792', u'3288686432', u'3288686433']"
508,False,tertiary,"[u'3459235792', u'3459235791', u'3459235788']"
509,False,tertiary,"[u'3459235788', u'3459235791', u'3459235792']"
510,False,unclassified,"[u'3490623764', u'3490629403', u'3490623752']"
511,False,unclassified,"[u'3490623752', u'3490629403', u'3490623764']"
512,False,unclassified,"[u'3490623752', u'3490623749']"
513,False,unclassified,"[u'3490623749', u'3490623752']"
514,False,unclassified,"[u'3459235792', u'3459236796']"
515,False,unclassified,"[u'3459236796', u'3459235792']"
516,False,unclassified,"[u'3459236796', u'3490623753', u'3490623758', u'3490614131', u'3490629399']"
517,False,unclassified,"[u'3490629399', u'3490614131', u'3490623758', u'3490623753', u'3459236796']"
518,False,service,"[u'3878436132', u'1759597759', u'1759598220', u'1759598011', u'1759597918', u'3879213216', u'1759597739']"
519,False,service,"[u'1759597739', u'3879213216', u'1759597918', u'1759598011', u'1759598220', u'1759597759', u'3878436132']"
520,False,service,"[u'1759597690', u'3878436152']"
521,False,service,"[u'3878436152', u'1759597690']"
522,False,pedestrian,"[u'1759597920', u'3878436155', u'1487314710']"
523,False,pedestrian,"[u'1487314710', u'3878436155', u'1759597920']"
524,False,pedestrian,"[u'1487314710', u'1487314711', u'3878436153']"
525,False,pedestrian,"[u'3878436153', u'1487314711', u'1487314710']"
526,False,pedestrian,"[u'1759597604', u'3878436154', u'2703796554']"
527,False,pedestrian,"[u'2703796554', u'3878436154', u'1759597604']"
528,False,unclassified,"[u'4039264989', u'4039264998']"
529,False,unclassified,"[u'4039264998', u'4039264989']"
530,False,unclassified,"[u'4039264998', u'4039265015', u'4039265010']"
531,False,unclassified,"[u'4039265010', u'4039265015', u'4039264998']"
532,False,residential,"[u'4039265066', u'4039265020', u'4039265023', u'4039265035', u'4039265042', u'4039265004', u'4039265033', u'4039265034', u'4039264990', u'4039264991', u'4039264982', u'4039265043', u'4039264998']"
533,False,residential,"[u'4039264998', u'4039265043', u'4039264982', u'4039264991', u'4039264990', u'4039265034', u'4039265033', u'4039265004', u'4039265042', u'4039265035', u'4039265023', u'4039265020', u'4039265066']"
534,False,tertiary_link,"[u'3288686458', u'4039265053']"
535,False,tertiary_link,"[u'4039265053', u'3288686458']"
536,False,trunk,"[u'1455057638', u'499158783']"
537,False,trunk,"[u'499158783', u'1455057638']"
538,False,trunk,"[u'499158783', u'1187044987']"
539,False,trunk,"[u'1187044987', u'499158783']"
540,False,trunk,"[u'1187044390', u'1751009006', u'1455057638']"
541,False,trunk,"[u'1455057638', u'1751009006', u'1187044390']"
542,False,primary,"[u'1246571008', u'1187044372']"
543,False,primary,"[u'1187044372', u'1246571008']"
544,False,primary,"[u'1246570831', u'1187044987']"
545,False,primary,"[u'1187044987', u'1246570831']"
546,False,tertiary,"[u'1455057638', u'1187044733']"
547,False,tertiary,"[u'1187044733', u'1455057638']"
548,False,tertiary,"[u'1455069224', u'1827278620', u'1455057638']"
549,False,tertiary,"[u'1455057638', u'1827278620', u'1455069224']"
