origin_id,lat,lon,new_id
1486844884,31.2862618,121.2105621,412
1486844885,31.2863115,121.2106463,413
1486844886,31.2863443,121.2105425,414
1486844888,31.2863638,121.2102011,415
1486844889,31.2863603,121.2103529,416
1486844890,31.2863815,121.2100599,417
1486844891,31.2864203,121.2099117,418
1486844894,31.2864743,121.2097821,419
1486844895,31.2864706,121.2105602,420
1486844896,31.2866984,121.2106969,421
1486917497,31.2827138,121.2130420,422
1486917499,31.2827480,121.2128915,423
1486917501,31.2827548,121.2131378,424
1486917503,31.2828609,121.2131480,425
1486917506,31.2829293,121.2127581,426
1486917507,31.2829430,121.2130728,427
1486917508,31.2829874,121.2129154,428
1486917510,31.2830285,121.2121013,429
1486917512,31.2830456,121.2122894,430
1486917514,31.2830627,121.2120021,431
1486917520,31.2831003,121.2119029,432
1486917521,31.2831003,121.2120807,433
1486917522,31.2830969,121.2126144,434
1486917523,31.2831037,121.2128265,435
1486917525,31.2831140,121.2124673,436
1486917531,31.2831380,121.2119815,437
1486917533,31.2831516,121.2121868,438
1486917535,31.2831516,121.2127752,439
1486917536,31.2831687,121.2118105,440
1486917537,31.2831927,121.2119200,441
1486917538,31.2832064,121.2126349,442
1486917544,31.2832508,121.2117660,443
1486917547,31.2832679,121.2119165,444
1486917548,31.2833193,121.2121492,445
1486917549,31.2833329,121.2125768,446
1486917550,31.2833637,121.2117660,447
1486917551,31.2833945,121.2118960,448
1486917557,31.2833979,121.2120807,449
1486917559,31.2834356,121.2125939,450
1486917561,31.2834869,121.2117968,451
1486917563,31.2834766,121.2119405,452
1486917564,31.2834937,121.2120500,453
1486917565,31.2835279,121.2125904,454
1486917570,31.2835963,121.2117900,455
1486917571,31.2836134,121.2124023,456
1486917573,31.2836990,121.2124194,457
1486917574,31.2837811,121.2116874,458
1486917576,31.2838118,121.2123510,459
1486917578,31.2839076,121.2114582,460
1486917581,31.2839966,121.2112221,461
1486917583,31.2840000,121.2119644,462
1486917585,31.2840889,121.2109758,463
1486917587,31.2840992,121.2118687,464
1486917589,31.2842052,121.2107980,465
1486917594,31.2842052,121.2118173,466
1486917597,31.2845690,121.2102306,467
1486917598,31.2845749,121.2107404,468
1486917606,31.2845797,121.2118678,469
1486917608,31.2845789,121.2118678,470
1486917609,31.2845830,121.2127571,471
1486917610,31.2846928,121.2101988,472
1486917611,31.2847059,121.2118714,473
1486917612,31.2847059,121.2118714,474
1486917619,31.2847241,121.2107643,475
1486917621,31.2847241,121.2107643,476
1486917623,31.2847820,121.2118287,477
1486917624,31.2847820,121.2118287,478
1486917625,31.2848477,121.2117517,479
1486917626,31.2848477,121.2117517,480
1486917633,31.2848678,121.2107404,481
1486917635,31.2848678,121.2107404,482
1486917637,31.2848743,121.2116788,483
1486917638,31.2848743,121.2116788,484
1486917639,31.2848772,121.2115067,485
1486917641,31.2848772,121.2115067,486
1486917651,31.2848772,121.2115969,487
1486917654,31.2848772,121.2115969,488
1486917658,31.2848973,121.2101656,489
1486917662,31.2848944,121.2114258,490
1486917666,31.2848944,121.2114258,491
1486917667,31.2849566,121.2112712,492
1486917668,31.2849566,121.2112712,493
1486917670,31.2849636,121.2106869,494
1486917672,31.2849636,121.2106869,495
1486917674,31.2849859,121.2127336,496
1486917676,31.2850080,121.2111751,497
1486917680,31.2850080,121.2111751,498
1486917681,31.2850391,121.2106133,499
1486917682,31.2850391,121.2106133,500
1486917683,31.2850520,121.2101343,501
1486917684,31.2850577,121.2127447,502
1486917686,31.2850706,121.2111198,503
1486917693,31.2850706,121.2111198,504
1486917695,31.2850817,121.2110424,505
1486917696,31.2850817,121.2110424,506
1486917697,31.2851202,121.2105396,507
1486917698,31.2851202,121.2105396,508
1486917699,31.2851581,121.2127718,509
1486917705,31.2851957,121.2100809,510
1486917707,31.2852123,121.2104880,511
1486917710,31.2852123,121.2104880,512
1486917711,31.2852379,121.2108756,513
1486917712,31.2852379,121.2108756,514
1486917713,31.2852328,121.2127999,515
1486917718,31.2852972,121.2128312,516
1486917720,31.2853525,121.2107919,517
1486917722,31.2853525,121.2107919,518
1486917724,31.2853891,121.2105119,519
1486917726,31.2853891,121.2105119,520
1486917727,31.2853928,121.2099777,521
1486917730,31.2854649,121.2107532,522
1486917732,31.2854649,121.2107532,523
1486917734,31.2854778,121.2129805,524
1486917736,31.2855715,121.2098395,525
1486917739,31.2855697,121.2104143,526
1486917740,31.2855697,121.2104143,527
1486917744,31.2855619,121.2107291,528
1486917746,31.2855619,121.2107291,529
1486917748,31.2856178,121.2130984,530
1486917750,31.2856747,121.2103793,531
1486917752,31.2856747,121.2103793,532
1486917754,31.2856675,121.2131113,533
1486917757,31.2856860,121.2106998,534
1486917758,31.2856860,121.2106998,535
1486917760,31.2857277,121.2131444,536
1486917763,31.2857541,121.2107200,537
1486917765,31.2857541,121.2107200,538
1486917767,31.2857649,121.2096498,539
1486917769,31.2857649,121.2103019,540
1486917770,31.2857649,121.2103019,541
1486917772,31.2858479,121.2102430,542
1486917774,31.2858479,121.2102430,543
1486917776,31.2858849,121.2107200,544
1486917778,31.2858849,121.2107200,545
1486917783,31.2859050,121.2101601,546
1486917784,31.2859050,121.2101601,547
1486917785,31.2859455,121.2094121,548
1486917786,31.2859602,121.2100772,549
1486917788,31.2859602,121.2100772,550
1486917794,31.2859715,121.2106850,551
1486917796,31.2859715,121.2106850,552
1486917797,31.2860155,121.2094490,553
1486917798,31.2860155,121.2094490,554
1486917799,31.2860100,121.2096221,555
1486917800,31.2860100,121.2096221,556
1486917807,31.2860192,121.2099501,557
1486917810,31.2860192,121.2099501,558
1486917811,31.2860321,121.2097806,559
1486917812,31.2860321,121.2097806,560
1486917813,31.2860487,121.2096111,561
1486917814,31.2860487,121.2096111,562
1486917820,31.2861038,121.2093236,563
1486917822,31.2861097,121.2105598,564
1486917824,31.2861097,121.2105598,565
1486917826,31.2861741,121.2104750,566
1486917827,31.2861741,121.2104750,567
1486917828,31.2862220,121.2103479,568
1486917833,31.2862220,121.2103479,569
1486917835,31.2862372,121.2090841,570
1486917837,31.2862611,121.2096486,571
1486917839,31.2862607,121.2102318,572
1486917841,31.2862607,121.2102318,573
1486917842,31.2862773,121.2097215,574
1486917844,31.2862773,121.2097215,575
1486917845,31.2862865,121.2101213,576
1486917847,31.2862865,121.2101213,577
1486917849,31.2862972,121.2096642,578
1486917850,31.2863068,121.2099242,579
1486917852,31.2863068,121.2099242,580
1486917856,31.2863227,121.2089542,581
1486917857,31.2863160,121.2097676,582
1486917858,31.2863160,121.2097676,583
1486917859,31.2863466,121.2095015,584
1486917860,31.2863740,121.2094604,585
1486917862,31.2863979,121.2094604,586
1486917867,31.2864390,121.2093236,587
1486917869,31.2864732,121.2092654,588
1486917871,31.2864629,121.2093544,589
1486917873,31.2865416,121.2088584,590
1486917874,31.2865257,121.2098485,591
1486917875,31.2865674,121.2091535,592
1486917879,31.2865674,121.2091535,593
1486917881,31.2866076,121.2091392,594
1486917883,31.2866076,121.2091392,595
1486917885,31.2866203,121.2088036,596
1486917887,31.2866736,121.2091707,597
1486917889,31.2866736,121.2091707,598
1486917891,31.2867092,121.2086873,599
1486917893,31.2868143,121.2091018,600
1486917895,31.2868143,121.2091018,601
1486917897,31.2868392,121.2084753,602
1486917899,31.2869291,121.2089928,603
1486917901,31.2869291,121.2089928,604
1486917904,31.2869487,121.2081811,605
1486917905,31.2869581,121.2078461,606
1486917906,31.2869761,121.2080066,607
1486917908,31.2870124,121.2088779,608
1486917910,31.2870124,121.2088779,609
1486917916,31.2871014,121.2084444,610
1486917917,31.2871014,121.2084444,611
1486917918,31.2871071,121.2086712,612
1486917919,31.2871071,121.2086712,613
1486917920,31.2871186,121.2085564,614
1486917922,31.2871186,121.2085564,615
1486917929,31.2872019,121.2083525,616
1486917931,31.2872019,121.2083525,617
1486917932,31.2872336,121.2103880,618
1486917933,31.2872740,121.2104271,619
1486917934,31.2872768,121.2105877,620
1486917935,31.2872935,121.2104713,621
1486917941,31.2872979,121.2105340,622
1486917943,31.2873196,121.2082923,623
1486917945,31.2873196,121.2082923,624
1486917947,31.2875610,121.2078458,625
1486917948,31.2875693,121.2099430,626
1486917949,31.2876181,121.2082894,627
1486917953,31.2876181,121.2082894,628
1486917956,31.2876296,121.2099459,629
1486917958,31.2876842,121.2080819,630
1486917960,31.2876842,121.2098942,631
1486917962,31.2877215,121.2083554,632
1486917963,31.2877215,121.2083554,633
1486917968,31.2878039,121.2081571,634
1486917970,31.2878708,121.2084157,635
1486917972,31.2878708,121.2084157,636
1486917974,31.2879373,121.2081947,637
1486917975,31.2880746,121.2092971,638
1486917976,31.2881234,121.2084157,639
1486917982,31.2881234,121.2084157,640
1486917984,31.2882110,121.2082084,641
1486917986,31.2882842,121.2085191,642
1486917988,31.2882842,121.2085191,643
1486917989,31.2883957,121.2083350,644
1486917990,31.2884449,121.2086368,645
1486917994,31.2884449,121.2086368,646
1486917997,31.2885530,121.2084513,647
1486919352,31.2845742,121.2106490,648
1486919353,31.2846204,121.2106325,649
1486919354,31.2846451,121.2105934,650
1486919355,31.2846686,121.2105647,651
1486919357,31.2847011,121.2105504,652
1486919358,31.2847611,121.2105348,653
1486919360,31.2847962,121.2105217,654
1486919361,31.2848614,121.2104827,655
1486919362,31.2849057,121.2104149,656
1486919363,31.2849538,121.2103576,657
1486919364,31.2850450,121.2103081,658
1486919366,31.2850919,121.2102326,659
1486919367,31.2851128,121.2102860,660
1486919368,31.2851362,121.2100671,661
1486919369,31.2851349,121.2101518,662
1486919371,31.2851466,121.2101010,663
1486919372,31.2851805,121.2102768,664
1486919373,31.2851961,121.2103289,665
1486919374,31.2852118,121.2103915,666
1486919375,31.2852157,121.2104657,667
1486919376,31.2852704,121.2102495,668
1486919377,31.2853538,121.2102013,669
1486919378,31.2854515,121.2101466,670
1486919379,31.2854671,121.2098847,671
1486919380,31.2854827,121.2099108,672
1486919381,31.2854840,121.2100749,673
1486919382,31.2854997,121.2099460,674
1486919384,31.2854971,121.2100098,675
1486919385,31.2855518,121.2101205,676
1486919386,31.2856716,121.2100893,677
1486919387,31.2857224,121.2100906,678
1486919388,31.2857511,121.2100059,679
1486919389,31.2857693,121.2100997,680
1486919390,31.2858097,121.2099095,681
1486919392,31.2858305,121.2101244,682
1486919393,31.2858501,121.2097870,683
1486919394,31.2858657,121.2096841,684
1486919395,31.2858879,121.2101544,685
1486919396,31.2859061,121.2095995,686
1486919397,31.2860155,121.2094262,687
1486922444,31.2819482,121.2139849,688
1486922446,31.2820576,121.2138790,689
1486922447,31.2821459,121.2137555,690
1486922450,31.2824388,121.2131166,691
1486922452,31.2824636,121.2129790,692
1486922454,31.2824671,121.2132154,693
1486922458,31.2825200,121.2128660,694
1486922460,31.2827530,121.2126860,695
1486922462,31.2829118,121.2125413,696
1486922464,31.2829401,121.2121460,697
1486922466,31.2829365,121.2122624,698
1486922468,31.2829506,121.2123966,699
1486922471,31.2829789,121.2120224,700
1486922472,31.2830777,121.2118212,701
1486922473,31.2831412,121.2117153,702
1486922474,31.2832471,121.2116695,703
1486922475,31.2833742,121.2116695,704
1486922478,31.2835083,121.2116659,705
1486922479,31.2836425,121.2116059,706
1486922480,31.2837413,121.2115106,707
1486922481,31.2838225,121.2113765,708
1486922482,31.2839531,121.2110659,709
1486922483,31.2840189,121.2107778,710
1486922484,31.2840943,121.2105329,711
1486922485,31.2841896,121.2104129,712
1486922486,31.2844016,121.2102532,713
1486922487,31.2845687,121.2101894,714
1486922488,31.2847437,121.2101552,715
1486922489,31.2850296,121.2100988,716
1486922490,31.2851990,121.2100423,717
1486922492,31.2853508,121.2099540,718
1486922495,31.2856897,121.2096893,719
1486922496,31.2858431,121.2094941,720
1486922497,31.2859328,121.2093620,721
1486922498,31.2859754,121.2093019,722
1486922499,31.2861666,121.2089664,723
1486922500,31.2873369,121.2103465,724
1486922501,31.2873420,121.2102603,725
1486922502,31.2873699,121.2101803,726
1486922503,31.2873472,121.2104055,727
1486922504,31.2873683,121.2104604,728
1486922505,31.2874071,121.2105156,729
1486922506,31.2874177,121.2101146,730
1486922508,31.2874807,121.2100696,731
1486922509,31.2875412,121.2105927,732
1486922510,31.2875526,121.2100499,733
