id,from,to,cost,nodes
454,2717928771,2717928772,123.56029683812703,"[u'2717928771', u'2717928775', u'2717928772']"
455,2717928772,2717928771,123.56029683843445,"[u'2717928772', u'2717928775', u'2717928771']"
456,2719194246,2719194263,48.50929806327848,"[u'2719194246', u'2719194263']"
457,2719194263,2719194246,48.50929806379884,"[u'2719194263', u'2719194246']"
458,2719194263,2719194247,58.71208852458701,"[u'2719194263', u'2719194247']"
459,2719194247,2719194263,58.712088524243526,"[u'2719194247', u'2719194263']"
460,2719194248,2719194262,138.4969025140795,"[u'2719194248', u'2719194249', u'2719194250', u'2719194251', u'2719194252', u'2719194253', u'2719194254', u'2719194255', u'2719194256', u'2719194257', u'2719194258', u'2719194259', u'2719194260', u'2719194261', u'2719194262']"
461,2719194262,2719194248,138.49690251434347,"[u'2719194262', u'2719194261', u'2719194260', u'2719194259', u'2719194258', u'2719194257', u'2719194256', u'2719194255', u'2719194254', u'2719194253', u'2719194252', u'2719194251', u'2719194250', u'2719194249', u'2719194248']"
462,2719194248,2719194263,19.743619351055905,"[u'2719194248', u'2719194263']"
463,2719194263,2719194248,19.743619350898058,"[u'2719194263', u'2719194248']"
464,1759597838,1759598245,137.41665433391063,"[u'1759597838', u'1759598242', u'1759598185', u'1759598042', u'1759597769', u'1759598245']"
465,1759598245,1759597838,137.41665433426178,"[u'1759598245', u'1759597769', u'1759598042', u'1759598185', u'1759598242', u'1759597838']"
466,1759598245,1759597771,129.7974622371051,"[u'1759598245', u'2717862446', u'1759597771']"
467,1759597771,1759598245,129.79746223751405,"[u'1759597771', u'2717862446', u'1759598245']"
468,1759597771,1759597818,8.355237988454558,"[u'1759597771', u'1759597818']"
469,1759597818,1759597771,8.355237988264108,"[u'1759597818', u'1759597771']"
470,1759597838,2717390065,118.30976624296451,"[u'1759597838', u'2717390065']"
471,2717390065,1759597838,118.30976624296552,"[u'2717390065', u'1759597838']"
472,2717390065,1759598234,27.154004361880432,"[u'2717390065', u'1759598234']"
473,1759598234,2717390065,27.154004361870918,"[u'1759598234', u'2717390065']"
474,3459234286,3459234288,10.213200825697514,"[u'3459234286', u'3459234288']"
475,3459234288,3459234286,10.213200825697072,"[u'3459234288', u'3459234286']"
476,3459234288,3459236793,394.85201604387004,"[u'3459234288', u'3459234289', u'3459234290', u'3459234292', u'3459236593', u'3459236595', u'3459236596', u'3459236598', u'3459236601', u'3459235790', u'3459236793']"
477,3459236793,3459234288,394.85201604360657,"[u'3459236793', u'3459235790', u'3459236601', u'3459236598', u'3459236596', u'3459236595', u'3459236593', u'3459234292', u'3459234290', u'3459234289', u'3459234288']"
478,3288695771,3288686458,186.725834629306,"[u'3288695771', u'3288695768', u'3288695766', u'3288695763', u'3288695761', u'3288686458']"
479,3288686458,3288695771,186.72583462937098,"[u'3288686458', u'3288695761', u'3288695763', u'3288695766', u'3288695768', u'3288695771']"
480,3288686458,3490623749,731.1529826772779,"[u'3288686458', u'3288686456', u'3288686451', u'3288686447', u'3288686446', u'3288686445', u'3288686443', u'3288686440', u'3288686437', u'3490623749']"
481,3490623749,3288686458,731.1529826772687,"[u'3490623749', u'3288686437', u'3288686440', u'3288686443', u'3288686445', u'3288686446', u'3288686447', u'3288686451', u'3288686456', u'3288686458']"
482,3490623749,3288686434,196.66728405640532,"[u'3490623749', u'3288686434']"
483,3288686434,3490623749,196.6672840564089,"[u'3288686434', u'3490623749']"
484,3459183640,3459182348,496.880915151713,"[u'3459183640', u'3459183642', u'3459183645', u'3459183646', u'3459183648', u'3459183649', u'3459183650', u'3459183651', u'3459183652', u'3459183991', u'3459183993', u'3459183994', u'3459183995', u'3459183997', u'3459183998', u'3459184000', u'3459182340', u'3459182341', u'3459182344', u'3459182345', u'3459182348']"
485,3459182348,3459183640,496.8809151525296,"[u'3459182348', u'3459182345', u'3459182344', u'3459182341', u'3459182340', u'3459184000', u'3459183998', u'3459183997', u'3459183995', u'3459183994', u'3459183993', u'3459183991', u'3459183652', u'3459183651', u'3459183650', u'3459183649', u'3459183648', u'3459183646', u'3459183645', u'3459183642', u'3459183640']"
486,3459236602,1759597674,389.30593287681813,"[u'3459236602', u'3459236600', u'3459236599', u'3459236597', u'3459236594', u'3459234291', u'3459234287', u'3459234285', u'3459234284', u'3459234283', u'1759597674']"
487,1759597674,3459236602,389.3059328767054,"[u'1759597674', u'3459234283', u'3459234284', u'3459234285', u'3459234287', u'3459234291', u'3459236594', u'3459236597', u'3459236599', u'3459236600', u'3459236602']"
488,3288686439,3490623752,193.96307054450273,"[u'3288686439', u'3288686442', u'3490623752']"
489,3490623752,3288686439,193.96307054448698,"[u'3490623752', u'3288686442', u'3288686439']"
490,3490623752,4039265053,728.9650022381076,"[u'3490623752', u'3288686444', u'3288686450', u'3288686452', u'3288686453', u'3288686455', u'3288686457', u'3288686459', u'4039265053']"
491,4039265053,3490623752,728.9650022380632,"[u'4039265053', u'3288686459', u'3288686457', u'3288686455', u'3288686453', u'3288686452', u'3288686450', u'3288686444', u'3490623752']"
492,4039265053,3288695774,184.89531300148406,"[u'4039265053', u'3288695762', u'3288695764', u'3288695767', u'3288695769', u'3288695774']"
493,3288695774,4039265053,184.89531300131122,"[u'3288695774', u'3288695769', u'3288695767', u'3288695764', u'3288695762', u'4039265053']"
494,3459235788,3459236602,34.93321899000243,"[u'3459235788', u'3459236602']"
495,3459236602,3459235788,34.933218989961674,"[u'3459236602', u'3459235788']"
496,3288686438,3288686439,29.078110541066387,"[u'3288686438', u'3288686439']"
497,3288686439,3288686438,29.078110541074242,"[u'3288686439', u'3288686438']"
498,3459236793,3459236794,34.074377028338134,"[u'3459236793', u'3459236794']"
499,3459236794,3459236793,34.07437702835499,"[u'3459236794', u'3459236793']"
500,3288686434,3288686433,28.670444347462325,"[u'3288686434', u'3288686433']"
501,3288686433,3288686434,28.670444347472507,"[u'3288686433', u'3288686434']"
502,3459236794,3459236796,71.90645923743892,"[u'3459236794', u'3459236795', u'3459236796']"
503,3459236796,3459236794,71.90645923748568,"[u'3459236796', u'3459236795', u'3459236794']"
504,3459236796,3288686438,222.0032320445182,"[u'3459236796', u'3288686436', u'3288686438']"
505,3288686438,3459236796,222.00323204453383,"[u'3288686438', u'3288686436', u'3459236796']"
506,3288686433,3459235792,219.62226567822842,"[u'3288686433', u'3288686432', u'3459235792']"
507,3459235792,3288686433,219.62226567821915,"[u'3459235792', u'3288686432', u'3288686433']"
508,3459235792,3459235788,79.31543929538836,"[u'3459235792', u'3459235791', u'3459235788']"
509,3459235788,3459235792,79.31543929539467,"[u'3459235788', u'3459235791', u'3459235792']"
510,3490623764,3490623752,383.5517635317954,"[u'3490623764', u'3490629403', u'3490623752']"
511,3490623752,3490623764,383.55176353265614,"[u'3490623752', u'3490629403', u'3490623764']"
512,3490623752,3490623749,13.037641405368044,"[u'3490623752', u'3490623749']"
513,3490623749,3490623752,13.03764140593371,"[u'3490623749', u'3490623752']"
514,3459235792,3459236796,15.760620974207125,"[u'3459235792', u'3459236796']"
515,3459236796,3459235792,15.760620974190836,"[u'3459236796', u'3459235792']"
516,3459236796,3490629399,303.18988283564374,"[u'3459236796', u'3490623753', u'3490623758', u'3490614131', u'3490629399']"
517,3490629399,3459236796,303.18988283577585,"[u'3490629399', u'3490614131', u'3490623758', u'3490623753', u'3459236796']"
518,3878436132,1759597739,111.40486550096958,"[u'3878436132', u'1759597759', u'1759598220', u'1759598011', u'1759597918', u'3879213216', u'1759597739']"
519,1759597739,3878436132,111.40486550063031,"[u'1759597739', u'3879213216', u'1759597918', u'1759598011', u'1759598220', u'1759597759', u'3878436132']"
520,1759597690,3878436152,15.932335142712091,"[u'1759597690', u'3878436152']"
521,3878436152,1759597690,15.932335143059646,"[u'3878436152', u'1759597690']"
522,1759597920,1487314710,265.5006507568913,"[u'1759597920', u'3878436155', u'1487314710']"
523,1487314710,1759597920,265.5006507568913,"[u'1487314710', u'3878436155', u'1759597920']"
524,1487314710,3878436153,85.11674893279714,"[u'1487314710', u'1487314711', u'3878436153']"
525,3878436153,1487314710,85.11674893279714,"[u'3878436153', u'1487314711', u'1487314710']"
526,1759597604,2703796554,244.25385947379596,"[u'1759597604', u'3878436154', u'2703796554']"
527,2703796554,1759597604,244.25385947465583,"[u'2703796554', u'3878436154', u'1759597604']"
528,4039264989,4039264998,81.4754764398863,"[u'4039264989', u'4039264998']"
529,4039264998,4039264989,81.47547643983059,"[u'4039264998', u'4039264989']"
530,4039264998,4039265010,456.4775556005541,"[u'4039264998', u'4039265015', u'4039265010']"
531,4039265010,4039264998,456.47755560024666,"[u'4039265010', u'4039265015', u'4039264998']"
532,4039265066,4039264998,922.4022800689277,"[u'4039265066', u'4039265020', u'4039265023', u'4039265035', u'4039265042', u'4039265004', u'4039265033', u'4039265034', u'4039264990', u'4039264991', u'4039264982', u'4039265043', u'4039264998']"
533,4039264998,4039265066,922.4022800686965,"[u'4039264998', u'4039265043', u'4039264982', u'4039264991', u'4039264990', u'4039265034', u'4039265033', u'4039265004', u'4039265042', u'4039265035', u'4039265023', u'4039265020', u'4039265066']"
534,3288686458,4039265053,10.23721288888549,"[u'3288686458', u'4039265053']"
535,4039265053,3288686458,10.237212888770093,"[u'4039265053', u'3288686458']"
536,1455057638,499158783,748.5481687633403,"[u'1455057638', u'499158783']"
537,499158783,1455057638,748.5481687632736,"[u'499158783', u'1455057638']"
538,499158783,1187044987,10.648177805513518,"[u'499158783', u'1187044987']"
539,1187044987,499158783,10.648177805586318,"[u'1187044987', u'499158783']"
540,1187044390,1455057638,249.40226286530006,"[u'1187044390', u'1751009006', u'1455057638']"
541,1455057638,1187044390,249.40226286559925,"[u'1455057638', u'1751009006', u'1187044390']"
542,1246571008,1187044372,102.25564602736935,"[u'1246571008', u'1187044372']"
543,1187044372,1246571008,102.25564602716527,"[u'1187044372', u'1246571008']"
544,1246570831,1187044987,300.07354221181333,"[u'1246570831', u'1187044987']"
545,1187044987,1246570831,300.0735422118172,"[u'1187044987', u'1246570831']"
546,1455057638,1187044733,18.546738721773053,"[u'1455057638', u'1187044733']"
547,1187044733,1455057638,18.546738722161123,"[u'1187044733', u'1455057638']"
548,1455069224,1455057638,414.9988506959181,"[u'1455069224', u'1827278620', u'1455057638']"
549,1455057638,1455069224,414.9988506962069,"[u'1455057638', u'1827278620', u'1455069224']"
